neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,distance_to_sol_km,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_experience_months,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,amenities_count,has_license_info,has_wifi,has_air_conditioning,has_kitchen,has_washer,has_workspace,has_parking,has_pool,has_elevator,has_balcony_or_patio,price_numeric
Justicia,Centro,40.42054278615865,-3.6993220649221352,0.5406079982474938,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,109.0,t,t,114.0,83,54,29,0,39,1,1,1,1,1,1,0,0,1,0,171.0
Justicia,Centro,40.41980057447559,-3.699653258069051,0.4619258470295215,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,109.0,t,t,114.0,83,54,29,0,42,1,1,1,1,1,1,0,0,1,0,156.0
Justicia,Centro,40.41973,-3.69932,0.4776410491273502,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,109.0,t,t,114.0,83,54,29,0,42,1,1,1,1,1,1,0,0,1,0,171.0
Justicia,Centro,40.42441,-3.6991,0.9141663787950528,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,67.0,t,t,112.0,55,55,0,0,30,1,1,1,1,1,0,1,0,1,1,92.8
Justicia,Centro,40.42056,-3.70084,0.4658489839889673,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,67.0,t,t,112.0,55,55,0,0,25,1,1,1,1,1,0,0,0,1,0,318.33
Justicia,Centro,40.42263,-3.69918,0.7354910751455468,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,67.0,t,t,112.0,55,55,0,0,48,1,1,0,1,1,1,1,0,1,0,83.11
Justicia,Centro,40.41955,-3.69895,0.4897506230994431,Entire rental unit,Entire home/apt,5,1.0,2.0,5.0,1.0,60.0,t,3.0,t,t,112.0,3,3,0,0,41,1,1,1,1,1,0,0,0,1,0,449.5
Justicia,Centro,40.41954,-3.69881,0.49870138062408514,Entire rental unit,Entire home/apt,14,4.0,5.0,12.0,1.0,60.0,t,3.0,t,t,112.0,3,3,0,0,49,1,1,1,1,1,0,0,0,1,0,824.5
Justicia,Centro,40.4232,-3.69837,0.8254070777538877,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,2.0,1125.0,f,4.0,t,t,112.0,4,4,0,0,30,1,1,1,1,1,1,0,0,0,0,184.5
Justicia,Centro,40.41917,-3.69721,0.5958484164412735,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,1.0,t,t,95.0,1,1,0,0,21,0,1,1,1,1,0,0,0,0,0,200.0
Justicia,Centro,40.42387601955684,-3.695750512844013,1.0185750824805873,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,700.0,f,1.0,t,t,112.0,1,1,0,0,35,0,1,0,1,1,1,0,0,0,0,183.0
Justicia,Centro,40.42198,-3.69838,0.7142098340562335,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,1.0,1125.0,f,1.0,t,t,108.0,1,1,0,0,27,1,1,1,1,1,0,1,0,1,0,249.0
Justicia,Centro,40.425697004408825,-3.700104302301956,1.0179531657514584,Entire rental unit,Entire home/apt,6,2.0,3.0,5.0,3.0,32.0,t,1.0,t,t,26.0,1,1,0,0,50,1,1,1,1,1,1,0,0,1,0,593.67
Justicia,Centro,40.42136,-3.69707,0.7403217142522892,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,48.0,2,2,0,0,43,1,1,0,1,1,1,1,0,0,1,112.22
Justicia,Centro,40.42326,-3.69821,0.8383490521931807,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,1.0,1125.0,f,2.0,t,t,48.0,2,2,0,0,47,1,1,0,1,1,1,1,0,0,1,214.0
Justicia,Centro,40.425095,-3.691769,1.3516762369381528,Entire rental unit,Entire home/apt,2,1.0,,1.0,2.0,365.0,f,21.0,t,t,111.0,20,20,0,0,30,0,1,1,1,1,0,1,0,1,0,142.65
Justicia,Centro,40.42536,-3.69088,1.4275384691073172,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,2.0,1125.0,f,21.0,t,t,111.0,20,20,0,0,20,0,1,1,1,1,0,0,0,0,0,163.19
Justicia,Centro,40.42509623898743,-3.691769018769264,1.3517674804814095,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,2.0,365.0,f,21.0,t,t,111.0,20,20,0,0,33,0,1,1,1,1,0,1,0,1,0,114.88
Justicia,Centro,40.42586376268902,-3.6929120367269697,1.3434052766731246,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,21.0,t,t,111.0,20,20,0,0,28,0,1,1,1,1,0,1,0,1,0,105.37
Justicia,Centro,40.42581318375695,-3.700335918195615,1.0248419607853032,Private room in rental unit,Private room,1,2.0,1.0,1.0,5.0,365.0,f,9.0,t,t,34.0,9,1,8,0,9,0,1,0,1,1,1,0,0,0,0,84.6
Justicia,Centro,40.428442635205336,-3.699563597306382,1.3241060852355546,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,5.0,90.0,f,44.0,t,t,111.0,19,19,0,0,35,1,1,1,1,1,0,0,0,1,1,226.0
Justicia,Centro,40.42759,-3.70178,1.1943151885785768,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,1125.0,f,44.0,t,t,111.0,19,19,0,0,34,1,1,0,1,1,0,0,0,0,0,138.84
Justicia,Centro,40.42140864376642,-3.6985580234100897,0.6555962746713203,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,365.0,f,1.0,t,t,37.0,1,1,0,0,35,1,1,1,1,1,1,0,0,1,1,196.5
Justicia,Centro,40.42295,-3.69898,0.7747411197251751,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,15.0,200.0,f,6.0,t,t,110.0,5,5,0,0,37,1,1,0,1,1,0,0,0,1,1,134.75
Justicia,Centro,40.42283,-3.697,0.8614266936411913,Entire rental unit,Entire home/apt,3,1.5,2.0,2.0,4.0,90.0,f,6.0,t,t,110.0,5,5,0,0,49,1,1,1,1,1,1,1,0,0,1,195.28
Justicia,Centro,40.42147,-3.70035,0.574359846638522,Private room in home,Private room,3,1.0,,2.0,1.0,365.0,t,6.0,t,t,22.0,5,0,5,0,5,0,1,1,1,1,0,0,0,0,0,581.0
Justicia,Centro,40.42162,-3.69586,0.8374028557558684,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,29.0,365.0,f,1.0,t,t,50.0,1,1,0,0,29,1,1,1,1,1,1,0,0,1,0,70.29
Justicia,Centro,40.4235621,-3.6954886,1.0074064974777144,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1.0,999.0,f,146.0,t,t,108.0,114,53,60,0,30,1,1,1,1,1,0,0,0,1,0,294.0
Justicia,Centro,40.4235621,-3.6954886,1.0074064974777144,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,146.0,t,t,108.0,114,53,60,0,29,1,1,1,1,1,0,0,0,1,0,221.0
Justicia,Centro,40.4235621,-3.6954886,1.0074064974777144,Entire rental unit,Entire home/apt,4,,1.0,2.0,1.0,999.0,f,146.0,t,t,108.0,114,53,60,0,29,1,1,1,1,1,0,0,0,1,0,251.6
Justicia,Centro,40.4235621,-3.6954886,1.0074064974777144,Entire rental unit,Entire home/apt,3,,1.0,1.0,1.0,999.0,f,146.0,t,t,108.0,114,53,60,0,29,1,1,1,1,1,0,0,0,1,0,379.42
Justicia,Centro,40.4235621,-3.6954886,1.0074064974777144,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,999.0,f,146.0,t,t,108.0,114,53,60,0,29,1,1,1,1,1,0,0,0,1,0,221.0
Justicia,Centro,40.42125,-3.69989,0.5734575504024602,Entire home,Entire home/apt,2,1.0,1.0,2.0,30.0,90.0,f,12.0,t,t,54.0,10,10,0,0,42,1,1,1,1,1,1,0,0,1,1,97.64
Justicia,Centro,40.420331,-3.6998947,0.4910188711964645,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,30.0,90.0,f,12.0,t,t,54.0,10,10,0,0,32,1,1,1,1,1,0,0,0,1,0,137.68
Justicia,Centro,40.420331,-3.6998947,0.4910188711964645,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,30.0,90.0,f,12.0,t,t,54.0,10,10,0,0,33,1,1,1,1,1,0,0,0,1,0,89.95
Justicia,Centro,40.420331,-3.6998947,0.4910188711964645,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,30.0,365.0,f,12.0,t,t,54.0,10,10,0,0,32,1,1,1,1,1,0,0,0,1,0,108.02
Justicia,Centro,40.420331,-3.6998947,0.4910188711964645,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,30.0,90.0,f,12.0,t,t,54.0,10,10,0,0,27,1,1,1,1,1,0,0,0,0,0,132.15
Justicia,Centro,40.42217,-3.70059,0.6352638978303268,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,108.0,2,2,0,0,28,1,1,0,1,1,0,1,0,1,0,128.0
Justicia,Centro,40.42226,-3.70085,0.636027038988321,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,2.0,t,t,108.0,2,2,0,0,23,1,1,0,1,1,0,1,0,0,0,151.78
Justicia,Centro,40.42224,-3.69601,0.872493192690404,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2.0,15.0,f,1.0,t,t,108.0,1,1,0,0,45,1,1,0,1,1,1,1,0,1,1,262.5
Justicia,Centro,40.4246113,-3.6993592,0.925803754021492,Entire rental unit,Entire home/apt,7,2.0,6.0,6.0,15.0,60.0,f,21.0,t,t,35.0,19,18,1,0,5,1,1,0,1,1,1,0,0,0,0,114.13
Justicia,Centro,40.42125,-3.69997,0.5697665555837393,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,1.0,t,t,95.0,1,0,1,0,18,0,1,1,1,1,0,0,0,0,1,80.0
Justicia,Centro,40.4245547,-3.6991939,0.9255710390792599,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,4.0,45.0,t,4.0,t,t,107.0,4,4,0,0,36,1,1,1,1,1,1,0,0,1,0,132.0
Justicia,Centro,40.42559042968615,-3.698669385076472,1.0488761805009506,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,365.0,t,4.0,t,t,107.0,4,4,0,0,31,1,1,1,1,1,1,0,0,0,0,172.5
Justicia,Centro,40.4245759,-3.699191299999999,0.9278167132343506,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,4.0,1125.0,t,4.0,t,t,107.0,4,4,0,0,31,1,1,1,1,1,1,0,0,0,0,202.5
Justicia,Centro,40.4245547,-3.6991939,0.9255710390792599,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,3.0,45.0,t,4.0,t,t,107.0,4,4,0,0,34,1,1,1,1,1,1,0,0,1,0,162.5
Justicia,Centro,40.42667,-3.7005,1.1134966325262652,Private room in rental unit,Private room,2,,,,3.0,1125.0,t,5.0,t,t,95.0,5,0,5,0,52,1,1,0,1,1,1,1,0,1,0,93.67
Justicia,Centro,40.42653,-3.70042,1.1000197890422236,Private room in rental unit,Private room,1,,,,3.0,1125.0,t,5.0,t,t,95.0,5,0,5,0,52,0,1,0,1,1,1,1,0,1,0,77.7
Justicia,Centro,40.42737,-3.70058,1.1877875788471708,Private room in rental unit,Private room,2,,,,2.0,1125.0,t,5.0,t,t,95.0,5,0,5,0,52,0,1,0,1,1,1,1,0,1,0,88.5
Justicia,Centro,40.42168,-3.7002,0.6009397949050223,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,20.0,250.0,t,1.0,t,t,55.0,1,1,0,0,30,1,1,1,1,1,0,1,0,1,0,97.0
Justicia,Centro,40.42333989999999,-3.7000315,0.7734308556203813,Entire rental unit,Entire home/apt,4,1.0,,2.0,4.0,365.0,f,16.0,t,t,67.0,16,16,0,0,68,1,1,1,1,1,1,1,0,1,0,135.23
Justicia,Centro,40.42075428602252,-3.701383266378784,0.4641334298952661,Entire rental unit,Entire home/apt,2,1.0,,2.0,32.0,365.0,f,5.0,f,t,22.0,3,3,0,0,5,0,1,1,1,1,0,0,0,0,0,48.87
Justicia,Centro,40.42353,-3.70041,0.7812432539261118,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,999.0,f,13.0,t,t,106.0,12,12,0,0,23,0,1,1,1,1,0,1,0,1,0,120.0
Justicia,Centro,40.42198,-3.69883,0.6912413076261658,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,1.0,999.0,f,13.0,t,t,106.0,12,12,0,0,37,0,1,1,1,1,0,1,0,1,1,205.0
Justicia,Centro,40.42303,-3.69782,0.8359502861751175,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,999.0,f,13.0,t,t,106.0,12,12,0,0,24,0,1,1,1,1,0,1,0,1,0,116.67
Justicia,Centro,40.423712538119766,-3.699635714531638,0.8248075896007222,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,1.0,60.0,t,4.0,t,t,37.0,4,4,0,0,56,0,1,1,1,1,0,1,0,1,0,571.0
Justicia,Centro,40.4218,-3.69902,0.6656000054438788,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2.0,1125.0,t,1.0,t,t,19.0,1,1,0,0,38,1,1,1,1,1,0,0,0,1,0,255.5
Justicia,Centro,40.42315,-3.69718,0.8792657983190328,Private room in rental unit,Private room,2,,,1.0,1.0,365.0,f,1.0,t,t,26.0,1,0,1,0,5,0,1,0,1,1,0,1,0,0,0,86.0
Justicia,Centro,40.42238,-3.69625,0.8683918040551839,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,30.0,90.0,f,14.0,t,t,105.0,12,6,4,2,30,0,1,1,1,1,0,1,0,0,1,65.32
Justicia,Centro,40.42491247322424,-3.692321553826332,1.3034760642896488,Entire rental unit,Entire home/apt,4,,1.0,2.0,1.0,365.0,f,3.0,t,t,100.0,1,1,0,0,46,1,1,1,1,1,1,1,0,1,0,217.11
Justicia,Centro,40.42097,-3.69902,0.5931211370532402,Private room in rental unit,Private room,2,1.0,,1.0,2.0,1125.0,t,8.0,t,t,78.0,4,3,1,0,31,1,1,0,1,0,0,0,0,1,0,142.5
Justicia,Centro,40.42238905842255,-3.698071786642934,0.7661134493529487,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,10.0,t,8.0,t,t,78.0,4,3,1,0,29,1,1,0,1,1,0,0,0,1,0,140.0
Justicia,Centro,40.42332,-3.69734,0.8860073673810563,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,10.0,t,8.0,t,t,78.0,4,3,1,0,35,1,1,0,1,1,0,1,0,0,0,160.0
Justicia,Centro,40.42383,-3.70038,0.8134644034162704,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,2.0,365.0,f,1.0,t,t,100.0,1,1,0,0,23,1,1,1,1,1,0,1,0,0,0,238.45
Justicia,Centro,40.42474828237253,-3.6983956054604974,0.974006889094511,Private room in home,Private room,2,2.0,,2.0,1.0,1125.0,t,2.0,t,t,97.0,2,1,1,0,15,1,1,1,1,1,1,0,0,0,0,86.0
Justicia,Centro,40.42281,-3.69835,0.7901335742312746,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,2.0,t,t,99.0,1,1,0,0,30,1,1,1,1,1,0,1,0,1,0,141.0
Justicia,Centro,40.4237672137827,-3.69676046321573,0.9552607060398655,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,2.0,1125.0,t,2.0,t,t,35.0,2,2,0,0,38,1,1,1,1,1,0,0,0,0,1,149.78
Justicia,Centro,40.42421,-3.69744,0.9624439915109552,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,100.0,f,1.0,t,t,98.0,1,1,0,0,38,1,1,1,1,1,1,1,0,0,1,118.48
Justicia,Centro,40.42366,-3.70055,0.7908567217638445,Entire rental unit,Entire home/apt,2,1.0,,2.0,20.0,700.0,f,2.0,t,t,98.0,2,2,0,0,30,1,1,1,1,1,0,1,0,0,0,64.06
Justicia,Centro,40.42541,-3.70023,0.9843245051126697,Entire rental unit,Entire home/apt,2,1.0,,1.0,10.0,730.0,f,2.0,t,t,98.0,2,2,0,0,39,1,1,1,1,1,0,1,0,0,0,116.9
Justicia,Centro,40.41973,-3.69781,0.5808024548801453,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,97.0,5,5,0,0,33,0,1,1,1,1,1,1,0,1,1,134.0
Justicia,Centro,40.42247129441957,-3.698929882285448,0.7316128570043955,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,365.0,f,5.0,t,t,97.0,5,5,0,0,23,0,1,1,1,1,0,0,0,0,0,101.0
Justicia,Centro,40.419704385744886,-3.699476783737397,0.4657439973298484,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,1125.0,f,5.0,t,t,97.0,5,5,0,0,33,0,1,1,1,1,0,1,0,1,1,126.0
Justicia,Centro,40.42263,-3.70054,0.6839958607625412,Entire rental unit,Entire home/apt,4,1.0,,2.0,4.0,1125.0,f,1.0,t,t,97.0,1,1,0,0,33,1,1,1,1,1,1,0,0,1,0,167.04
Justicia,Centro,40.42186,-3.69792,0.7289146998446892,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,10.0,90.0,f,2.0,t,t,97.0,1,1,0,0,40,1,1,1,1,1,1,0,0,0,1,103.82
Justicia,Centro,40.42415,-3.6999,0.8610364479615856,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,2.0,365.0,f,11.0,t,t,37.0,11,11,0,0,32,1,1,1,1,1,0,0,0,1,0,255.63
Justicia,Centro,40.42195689545013,-3.699627932334409,0.6517954561770628,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,2.0,365.0,f,2.0,t,t,33.0,2,2,0,0,27,1,1,1,1,1,0,0,0,0,1,227.0
Justicia,Centro,40.4223,-3.6988,0.7218198980819003,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,3.0,99.0,f,14.0,t,t,93.0,9,9,0,0,33,1,1,0,1,1,0,0,0,0,0,93.24
Justicia,Centro,40.42582,-3.69399,1.2799041447292956,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,5.0,30.0,f,1.0,t,t,95.0,1,1,0,0,43,1,1,0,1,1,1,1,0,0,1,147.0
Justicia,Centro,40.42236,-3.69719,0.8115364175777405,Private room in rental unit,Private room,1,1.0,,1.0,1.0,365.0,t,1.0,t,t,95.0,1,0,1,0,20,0,1,0,0,0,1,0,0,0,1,94.72
Justicia,Centro,40.42191,-3.69913,0.6702557014501713,Entire rental unit,Entire home/apt,5,,2.0,3.0,2.0,1125.0,f,3.0,t,t,86.0,2,2,0,0,44,1,1,1,1,1,0,1,0,0,1,280.0
Justicia,Centro,40.42397,-3.69942,0.8584090446853232,Private room in home,Private room,2,1.0,,2.0,1.0,5.0,f,1.0,t,t,95.0,1,0,1,0,5,0,0,0,1,1,0,0,0,0,0,286.0
Justicia,Centro,40.42502975463867,-3.700781106948853,0.9308701732013112,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,2.0,999.0,t,1.0,t,t,95.0,1,1,0,0,39,1,1,1,1,1,1,1,0,1,0,160.0
Justicia,Centro,40.41926,-3.6967,0.6393328358559299,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,2.0,t,t,95.0,2,2,0,0,21,0,1,1,1,1,0,0,0,0,0,191.0
Justicia,Centro,40.4209098,-3.6978069,0.6604491265949743,Entire rental unit,Entire home/apt,5,1.0,3.0,3.0,20.0,30.0,f,1.0,t,t,23.0,1,1,0,0,3,0,0,1,1,1,0,0,0,0,0,323.52
Justicia,Centro,40.42717,-3.70123,1.1552278642082523,Private room in rental unit,Private room,2,2.0,,1.0,2.0,1125.0,f,4.0,t,t,91.0,3,0,3,0,35,0,1,1,1,1,0,0,0,0,1,48.5
Justicia,Centro,40.42563,-3.69928,1.03346979297461,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,4.0,1125.0,f,2.0,t,t,93.0,2,2,0,0,26,1,1,1,1,1,1,0,0,1,0,90.57
Justicia,Centro,40.42414,-3.70006,0.855147844034739,Entire rental unit,Entire home/apt,4,,,,2.0,1125.0,f,2.0,t,t,93.0,2,2,0,0,27,1,1,1,1,1,1,0,0,0,0,92.0
Justicia,Centro,40.42401,-3.6914,1.2986131108804202,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3.0,1125.0,f,21.0,t,t,93.0,21,21,0,0,35,1,1,1,1,1,1,0,0,1,0,201.0
Justicia,Centro,40.42598,-3.69284,1.3570688333483265,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,4.0,365.0,f,21.0,t,t,93.0,21,21,0,0,32,1,1,1,1,1,1,0,0,1,0,248.5
Justicia,Centro,40.42516,-3.69174,1.3583502776925,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,2.0,1125.0,f,21.0,t,t,93.0,21,21,0,0,31,1,1,1,1,1,1,0,0,1,0,162.35
Justicia,Centro,40.42119614397116,-3.698880508338242,0.6199012639019095,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,99.0,f,2.0,t,t,93.0,2,2,0,0,15,1,1,1,1,1,0,0,0,0,0,108.8
Justicia,Centro,40.41984,-3.69984,0.45369893242080284,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,1.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,31,0,1,1,1,1,0,0,0,0,0,273.0
Justicia,Centro,40.42155,-3.70001,0.5963597856066785,Entire rental unit,Entire home/apt,13,,5.0,,1.0,365.0,f,68.0,t,t,92.0,69,69,0,0,25,1,1,1,1,1,0,0,0,0,0,825.32
Justicia,Centro,40.424326755186776,-3.6984327191330255,0.9309843838576165,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,1.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,26,1,1,0,1,1,0,0,0,0,0,677.44
Justicia,Centro,40.4225,-3.70011,0.6855752041872192,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,3.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,45,1,1,1,1,1,0,0,0,1,1,267.67
Justicia,Centro,40.42087,-3.70106,0.4874074034782618,Entire rental unit,Entire home/apt,11,6.5,6.0,7.0,1.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,44,1,1,1,1,1,0,0,0,1,1,647.3
Justicia,Centro,40.42417,-3.69996,0.8612722916083063,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,28.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,31,1,1,1,1,1,0,0,0,0,0,72.47
Justicia,Centro,40.42218,-3.69947,0.6799437793096124,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,30.0,1125.0,f,68.0,t,t,92.0,69,69,0,0,43,1,1,1,1,1,0,0,0,1,0,149.16
Justicia,Centro,40.42706,-3.69928,1.1834846523726308,Entire rental unit,Entire home/apt,8,3.0,4.0,4.0,1.0,1125.0,f,4.0,t,t,90.0,4,4,0,0,39,1,1,1,1,1,1,1,0,0,1,410.82
Justicia,Centro,40.42331,-3.69941,0.79253933681638,Entire rental unit,Entire home/apt,3,1.0,,2.0,4.0,1125.0,f,1.0,t,f,91.0,1,1,0,0,34,0,1,1,1,1,1,0,0,1,0,109.6
Justicia,Centro,40.42253,-3.69897,0.7352891654542425,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,365.0,f,151.0,t,t,51.0,30,30,0,0,46,1,1,0,1,1,1,1,0,0,0,126.67
Justicia,Centro,40.4201699,-3.6983218,0.5739358937071967,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,1.0,t,t,42.0,1,1,0,0,22,0,1,1,1,1,0,0,0,0,0,148.5
Justicia,Centro,40.423925850207816,-3.69236558287131,1.2286082905160751,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,30.0,f,6.0,t,t,90.0,6,6,0,0,41,1,1,1,1,1,1,1,0,1,0,274.0
Justicia,Centro,40.42089,-3.69848,0.6176691705100035,Entire serviced apartment,Entire home/apt,2,,1.0,,1.0,365.0,f,5.0,t,t,89.0,5,5,0,0,35,0,1,1,1,1,0,1,0,1,0,197.0
Justicia,Centro,40.42106,-3.70027,0.5383526613254271,Entire serviced apartment,Entire home/apt,6,,2.0,,1.0,365.0,f,5.0,t,t,89.0,5,5,0,0,35,1,1,1,1,1,0,0,0,1,0,261.0
Justicia,Centro,40.42085,-3.70012,0.5256577022465484,Entire serviced apartment,Entire home/apt,4,,1.0,,1.0,365.0,f,5.0,t,t,89.0,5,5,0,0,33,1,1,1,1,1,0,0,0,1,0,241.0
Justicia,Centro,40.4207,-3.69847,0.6034395264067602,Entire serviced apartment,Entire home/apt,6,,2.0,,1.0,365.0,f,5.0,t,t,89.0,5,5,0,0,34,1,1,1,1,1,0,0,0,1,0,181.0
Justicia,Centro,40.42251,-3.70047,0.6739874023615706,Entire serviced apartment,Entire home/apt,4,,2.0,,1.0,365.0,f,5.0,t,t,89.0,5,5,0,0,36,1,1,1,1,1,0,0,0,1,0,201.0
Justicia,Centro,40.42297,-3.69726,0.8593842241516698,Entire serviced apartment,Entire home/apt,6,2.0,2.0,5.0,1.0,1125.0,t,5.0,t,t,88.0,5,5,0,0,28,1,1,1,1,1,0,0,0,1,0,304.0
Justicia,Centro,40.42135,-3.69728,0.7263715654109351,Entire serviced apartment,Entire home/apt,4,1.0,1.0,3.0,1.0,1125.0,t,5.0,t,t,88.0,5,5,0,0,28,1,1,1,1,1,0,0,0,0,0,152.0
Justicia,Centro,40.4231,-3.69673,0.8991016623275103,Entire serviced apartment,Entire home/apt,6,,2.0,5.0,1.0,1125.0,t,5.0,t,t,88.0,5,5,0,0,31,1,1,1,1,1,0,0,0,1,0,294.0
Justicia,Centro,40.4213,-3.69721,0.727035195667818,Entire serviced apartment,Entire home/apt,5,1.0,2.0,4.0,1.0,1125.0,t,5.0,t,t,88.0,5,5,0,0,28,1,1,1,1,1,0,0,0,1,0,273.0
Justicia,Centro,40.42281,-3.69556,0.9436270951725215,Entire serviced apartment,Entire home/apt,4,1.0,1.0,3.0,1.0,1125.0,t,5.0,t,t,88.0,5,5,0,0,32,1,1,1,1,1,0,0,0,1,0,228.0
Justicia,Centro,40.42328,-3.69796,0.8519134752445536,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,365.0,t,15.0,t,t,90.0,6,6,0,0,33,1,1,1,1,1,0,0,0,1,0,631.0
Justicia,Centro,40.42556,-3.69736,1.0948270050665538,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1.0,365.0,t,15.0,t,t,90.0,6,6,0,0,33,1,1,1,1,1,1,0,0,0,0,414.0
Justicia,Centro,40.42376,-3.69188,1.249446403976401,Entire condo,Entire home/apt,4,1.0,2.0,3.0,1.0,1125.0,f,14.0,t,t,90.0,15,15,0,0,43,1,1,1,1,1,0,1,0,1,0,171.5
Justicia,Centro,40.42398,-3.69186,1.265772334187859,Entire rental unit,Entire home/apt,3,1.0,,2.0,1.0,1125.0,f,14.0,t,t,90.0,15,15,0,0,40,1,1,1,1,1,0,1,0,1,0,125.0
Justicia,Centro,40.42114,-3.69734,0.7069955825646377,Private room in bed and breakfast,Private room,1,1.0,,1.0,1.0,370.0,t,4.0,t,t,90.0,3,0,3,0,52,1,1,0,1,1,1,1,0,1,1,54.21
