neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,distance_to_sol_km,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_experience_months,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,amenities_count,has_license_info,has_wifi,has_air_conditioning,has_kitchen,has_washer,has_workspace,has_parking,has_pool,has_elevator,has_balcony_or_patio,price_numeric
Niño Jesús,Retiro,40.415296130308455,-3.677016079104398,2.2588206753082662,Private room in rental unit,Private room,2,1.0,1.0,1.0,31.0,365.0,f,141.0,t,t,27.0,138,39,99,0,16,1,1,0,1,1,1,0,0,0,0,45.58
Atocha,Arganzuela,40.39771405075209,-3.677054317133752,3.1025669756585827,Entire rental unit,Entire home/apt,4,1.0,,2.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,23,1,1,1,1,1,0,0,0,1,0,155.5
Adelfas,Retiro,40.40177095950818,-3.6727997242191934,3.106438327259357,Entire rental unit,Entire home/apt,4,1.0,,2.0,1.0,1125.0,f,391.0,t,t,64.0,390,390,0,0,21,1,1,1,1,1,0,0,0,0,0,117.5
Pacífico,Retiro,40.40331,-3.67349,2.966527859825877,Private room in rental unit,Private room,1,2.0,,1.0,31.0,365.0,f,141.0,t,t,27.0,138,39,99,0,16,1,1,1,1,1,1,0,0,0,0,41.79
Cuatro Caminos,Tetuán,40.44867,-3.70245,3.529580790057315,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,365.0,t,13.0,t,t,102.0,8,8,0,0,36,0,1,1,1,0,0,0,0,1,0,88.0
Arapiles,Chamberí,40.43313,-3.706,1.8115776800758556,Private room in rental unit,Private room,2,1.0,,1.0,5.0,365.0,f,4.0,f,t,44.0,4,0,4,0,5,0,1,0,1,1,1,0,0,0,0,86.8
Embajadores,Centro,40.41218,-3.70302,0.5316395615817409,Private room in rental unit,Private room,2,,1.0,,1.0,365.0,f,11.0,t,t,12.0,5,2,3,0,19,1,1,0,1,0,0,0,0,1,1,41.0
Puerta Bonita,Carabanchel,40.3835928,-3.7295434,4.30952659711042,Private room in rental unit,Private room,1,1.0,,1.0,5.0,365.0,f,1.0,t,t,30.0,1,0,1,0,5,0,1,0,1,1,1,0,0,0,0,45.65
Castellana,Salamanca,40.437,-3.68465,2.747920056489821,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,365.0,f,1.0,t,t,19.0,1,1,0,0,6,0,1,1,1,1,1,0,0,0,0,206.0
Arapiles,Chamberí,40.4381459847388,-3.7059307467403775,2.366166156386831,Private room in rental unit,Private room,2,1.0,,1.0,2.0,365.0,f,2.0,f,t,14.0,2,0,2,0,5,0,1,0,0,0,0,0,0,0,0,78.0
Embajadores,Centro,40.40933,-3.69846,0.9519193167098978,Private room in rental unit,Private room,2,,,1.0,1.0,1125.0,f,2.0,t,t,42.0,2,0,2,0,13,0,1,0,0,0,1,0,0,0,1,52.0
Almagro,Chamberí,40.43611943525192,-3.6920129040449736,2.347732812766901,Private room in rental unit,Private room,2,1.0,,1.0,7.0,365.0,f,4.0,t,t,43.0,4,2,2,0,8,0,1,1,1,1,0,1,0,0,0,135.0
Aluche,Latina,40.39342,-3.76184,5.581178190308593,Private room in home,Private room,2,1.0,,1.0,30.0,1125.0,f,1.0,t,t,112.0,1,0,1,0,11,1,1,0,1,1,0,1,1,1,0,59.73
Campamento,Latina,40.3952621,-3.7715959,6.240778570618063,Private room in home,Private room,2,0.5,,1.0,1.0,365.0,f,1.0,f,t,24.0,1,0,1,0,6,0,1,0,1,1,0,0,0,0,0,68.47
Cuatro Caminos,Tetuán,40.44897,-3.69432,3.6473345189408226,Private room in rental unit,Private room,1,,,1.0,30.0,75.0,f,216.0,t,t,19.0,212,1,211,0,5,0,1,1,1,1,0,0,0,0,0,25.19
Almagro,Chamberí,40.42944,-3.69156,1.7240622075794083,Private room in rental unit,Private room,1,2.0,1.0,1.0,5.0,365.0,f,174.0,t,t,25.0,164,0,164,0,14,0,1,0,1,1,1,0,0,0,0,67.4
Berruguete,Tetuán,40.46027,-3.70199,4.820026435725222,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,30.0,365.0,f,476.0,t,t,53.0,375,375,0,0,11,1,1,0,0,1,0,0,0,1,0,95.93
Arapiles,Chamberí,40.43386,-3.70958,1.9481034007090963,Private room in rental unit,Private room,2,2.0,,2.0,3.0,365.0,f,31.0,t,t,52.0,31,8,23,0,6,0,1,1,1,1,0,0,0,0,0,92.51
Sol,Centro,40.41708,-3.70235,0.10779878746426574,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,1.0,t,t,44.0,1,1,0,0,10,0,1,1,1,1,1,0,0,0,0,126.45
Amposta,San Blas - Canillejas,40.428615592967645,-3.618324403155397,7.335275341665638,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,f,1.0,f,t,21.0,1,1,0,0,4,0,1,0,1,1,0,0,0,0,0,115.0
Apostol Santiago,Hortaleza,40.474499,-3.6610323,7.344727034337929,Private room in rental unit,Private room,4,2.0,,3.0,1.0,365.0,f,5.0,t,t,36.0,5,0,5,0,3,0,1,0,1,0,0,0,0,0,0,92.0
Rios Rosas,Chamberí,40.44278,-3.69725,2.92327032223737,Room in hostel,Hotel room,3,1.0,1.0,2.0,1.0,999.0,f,7.0,t,t,81.0,7,1,0,0,15,1,1,1,0,0,0,0,0,0,0,93.0
Fontarrón,Moratalaz,40.39965,-3.64068,5.664451126695264,Private room in rental unit,Private room,2,1.0,,1.0,1.0,365.0,f,1.0,t,t,24.0,1,0,1,0,7,0,1,1,1,1,0,0,0,0,0,286.0
Atocha,Arganzuela,40.404727668443286,-3.686889294453935,1.9616682361212232,Private room in rental unit,Private room,1,1.0,,1.0,1.0,365.0,f,1.0,t,t,100.0,1,0,1,0,4,0,1,0,1,0,0,0,0,0,0,35.0
Castellana,Salamanca,40.4301418,-3.6802139,2.4651991120647536,Private room in home,Private room,4,1.5,,2.0,2.0,365.0,f,4.0,t,t,35.0,4,0,4,0,11,0,1,1,0,0,1,0,0,0,0,100.0
Ibiza,Retiro,40.41954,-3.67494,2.4442526925610397,Private room in rental unit,Private room,2,1.0,,1.0,2.0,1125.0,f,1.0,t,t,85.0,1,0,1,0,14,0,1,1,1,1,0,0,0,1,0,685.0
Pilar,Fuencarral - El Pardo,40.47542900430464,-3.712936690931136,6.551393114389508,Private room in rental unit,Private room,2,1.0,,1.0,2.0,1125.0,t,1.0,t,t,30.0,1,0,1,0,11,1,1,1,1,1,0,1,0,0,0,65.0
Argüelles,Moncloa - Aravaca,40.42866,-3.71738,1.748443002199349,Private room in guest suite,Private room,2,1.0,,1.0,30.0,330.0,f,216.0,t,t,19.0,212,1,211,0,3,0,1,0,1,0,0,0,0,0,0,29.07
Cuatro Caminos,Tetuán,40.45442,-3.69934,4.183225242574238,Entire condo,Entire home/apt,2,1.0,1.0,2.0,1.0,2.0,f,1.0,t,t,84.0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,457.0
Arapiles,Chamberí,40.43295235247383,-3.705931470725981,1.7913034925679403,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,15.0,365.0,t,1.0,t,t,29.0,1,1,0,0,17,0,1,1,1,1,1,0,0,1,0,197.67
Goya,Salamanca,40.42711,-3.67447,2.7136054585844596,Entire rental unit,Entire home/apt,7,4.0,4.0,4.0,20.0,999.0,t,36.0,t,t,181.0,36,36,0,0,5,1,1,1,1,1,0,0,0,0,0,567.95
Prosperidad,Chamartín,40.44185,-3.66914,4.0230143151701965,Private room in guesthouse,Private room,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,77.0,2,0,2,0,10,0,1,0,1,0,0,0,0,0,0,343.0
Embajadores,Centro,40.40547,-3.70152,1.287622343804382,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,20.0,f,16.0,t,t,120.0,16,2,14,0,6,0,0,0,1,0,1,0,0,0,0,52.0
Embajadores,Centro,40.41072,-3.70185,0.707501135737174,Entire rental unit,Entire home/apt,3,1.0,,1.0,3.0,365.0,f,79.0,t,t,175.0,78,78,0,0,25,1,1,1,1,1,1,0,0,1,0,110.0
Moscardó,Usera,40.38808,-3.71367,3.3202203598661493,Private room in rental unit,Private room,1,,2.0,2.0,2.0,365.0,f,4.0,f,t,21.0,4,0,4,0,7,0,1,0,1,1,1,1,0,0,0,57.5
Almagro,Chamberí,40.43714,-3.69831,2.2905006301729833,Entire rental unit,Entire home/apt,7,,4.0,5.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,1,0,195.48
Cortes,Centro,40.41163426291645,-3.696477234427785,0.8442293458887725,Private room in home,Private room,2,2.0,,1.0,1.0,1125.0,t,5.0,t,t,90.0,5,0,5,0,49,1,1,1,1,1,1,1,0,1,0,88.9
Justicia,Centro,40.42586,-3.69591,1.1868682921894553,Private room in home,Private room,2,1.0,1.0,1.0,1.0,1125.0,t,9.0,t,t,156.0,4,0,4,0,5,0,1,0,1,0,0,0,0,0,0,206.0
Cortes,Centro,40.414879,-3.698328,0.5024748496451358,Room in hotel,Private room,3,,,,1.0,731.0,,,,,0.0,3,0,3,0,27,0,1,1,0,0,1,1,0,1,0,170.0
Justicia,Centro,40.42066209308355,-3.696833215264999,0.7074021853037921,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,1.0,365.0,f,6.0,f,t,1.0,4,3,1,0,10,1,1,1,0,0,0,0,0,0,0,57.0
Ciudad Universitaria,Moncloa - Aravaca,40.4706169,-3.728592899999999,6.331968594583209,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,60.0,2,2,0,0,11,1,1,1,1,1,0,0,1,0,0,135.2
Arapiles,Chamberí,40.43166,-3.70577,1.646969981315541,Private room in rental unit,Private room,1,1.0,,1.0,6.0,365.0,f,5.0,t,t,144.0,5,0,5,0,6,1,1,0,1,1,1,0,0,0,0,37.85
Canillas,Hortaleza,40.46177765516895,-3.655149154365063,6.455807318373488,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,1.0,31.0,t,1.0,t,t,60.0,1,1,0,0,47,1,1,1,1,1,1,1,0,1,1,285.33
Castellana,Salamanca,40.43601,-3.68184,2.8092988928511953,Private room in home,Private room,1,2.0,,1.0,7.0,1125.0,f,2.0,t,t,119.0,2,0,2,0,20,0,1,0,1,1,0,1,0,1,0,68.57
Hispanoamérica,Chamartín,40.45569,-3.67508,4.939235696723057,Room in hotel,Private room,2,1.0,1.0,1.0,1.0,1125.0,f,64.0,t,t,7.0,57,22,35,0,8,1,1,1,1,1,1,0,0,0,0,131.0
Embajadores,Centro,40.4060695,-3.7003383,1.2400769339883626,Private room in rental unit,Private room,2,1.0,,1.0,5.0,20.0,f,1.0,t,t,23.0,1,0,1,0,7,0,1,1,1,0,1,0,0,0,0,112.0
Embajadores,Centro,40.41105,-3.70831,0.7663392777612921,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,5.0,999.0,f,22.0,t,t,34.0,21,21,0,0,26,1,1,1,1,1,0,0,0,1,1,270.74
Butarque,Villaverde,40.35326,-3.67901,7.381077416239811,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,3.0,f,t,19.0,3,0,3,0,20,0,1,1,1,1,0,0,0,0,0,109.0
Zofío,Usera,40.38163491568763,-3.713135549924769,4.007758305505054,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,7.0,365.0,f,2.0,t,t,37.0,2,2,0,0,16,0,1,1,1,1,0,0,0,0,0,59.57
Fuente del Berro,Salamanca,40.42567,-3.6675,3.2072313984019303,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,30.0,180.0,f,100.0,t,t,46.0,100,100,0,0,17,0,1,0,1,1,0,0,0,1,0,61.23
Lucero,Latina,40.40741,-3.74659,3.7900122603816055,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,11.0,t,t,101.0,10,10,0,0,34,1,1,1,1,1,0,1,0,0,0,120.0
Ventas,Ciudad Lineal,40.42335809990763,-3.6537275835871696,4.282619565277087,Private room in rental unit,Private room,1,1.0,,1.0,5.0,11.0,f,2.0,t,t,77.0,2,0,2,0,14,0,1,0,1,0,0,0,0,0,0,40.0
Lucero,Latina,40.4005111,-3.7499348,4.326798940596234,Private room in rental unit,Private room,2,1.0,,1.0,1.0,365.0,f,1.0,f,t,28.0,1,0,1,0,6,0,1,0,1,1,0,1,0,0,0,85.0
Casco Histórico de Barajas,Barajas,40.4709049,-3.5794622,12.098794328493968,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1.0,365.0,f,1.0,t,t,24.0,1,1,0,0,7,0,1,1,1,1,1,0,0,0,0,331.0
Cármenes,Latina,40.40527,-3.72405,2.1630326618803917,Private room in casa particular,Private room,1,1.0,,1.0,1.0,1125.0,f,1.0,t,t,61.0,1,0,1,0,18,0,1,1,1,1,1,1,0,1,0,343.0
Casa de Campo,Moncloa - Aravaca,40.42554,-3.72832,2.299985954206292,Private room in rental unit,Private room,1,1.0,,1.0,3.0,30.0,t,1.0,t,t,23.0,1,0,1,0,34,1,1,0,1,1,0,1,0,0,0,57.33
Buenavista,Carabanchel,40.37033,-3.7399,6.025490163686602,Private room in rental unit,Private room,2,1.0,,1.0,1.0,365.0,f,1.0,t,t,19.0,1,0,1,0,3,0,1,0,1,0,0,0,0,0,0,69.0
Cortes,Centro,40.4140045,-3.6968505,0.658804867081696,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,5.0,365.0,f,1.0,t,t,153.0,1,1,0,0,5,1,1,1,1,1,0,0,0,0,0,139.0
Acacias,Arganzuela,40.40303,-3.70168,1.5553291933192208,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,1125.0,f,1.0,t,t,75.0,1,1,0,0,51,1,1,1,1,1,0,1,0,0,0,166.5
Casco Histórico de Vicálvaro,Vicálvaro,40.4013,-3.60539,8.495960136098955,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,31.0,1125.0,f,23.0,t,t,31.0,8,8,0,0,14,1,1,1,1,1,0,1,1,0,0,82.85
Universidad,Centro,40.4268569581626,-3.7017543992415294,1.1138470946766892,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1.0,365.0,f,13.0,t,t,181.0,13,13,0,0,29,1,1,1,1,1,0,0,0,1,0,198.0
Embajadores,Centro,40.4095942273658,-3.700259159176999,0.8646752281313297,Entire rental unit,Entire home/apt,2,1.0,1.0,,2.0,1125.0,f,37.0,t,t,34.0,20,20,0,0,22,1,1,1,1,1,0,0,0,0,0,76.67
Trafalgar,Chamberí,40.43057,-3.70313,1.5161314035602942,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,2.0,365.0,t,6.0,f,t,36.0,5,5,0,0,7,1,1,1,1,1,1,0,0,0,0,169.27
Comillas,Carabanchel,40.39379805566319,-3.708585991528422,2.6075314875588065,Private room in rental unit,Private room,1,1.0,,1.0,3.0,1125.0,f,3.0,t,t,159.0,4,1,3,0,14,0,1,0,1,1,1,0,0,0,0,48.0
Canillejas,San Blas - Canillejas,40.4375497,-3.6105357,8.204811773405291,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,2.0,365.0,f,28.0,t,t,35.0,27,27,0,0,31,1,1,0,1,1,0,0,0,0,0,98.0
Jerónimos,Retiro,40.40734,-3.68435,1.9489586841046944,Private room in rental unit,Private room,1,1.0,1.0,1.0,1.0,365.0,f,7.0,t,t,98.0,7,0,7,0,17,1,1,0,1,1,1,1,0,0,0,39.0
Embajadores,Centro,40.41,-3.70677,0.8167518081037879,Private room in hostel,Private room,3,,1.0,3.0,1.0,999.0,f,13.0,t,t,58.0,13,0,8,5,12,1,0,1,0,0,0,0,0,1,0,95.0
Palacio,Centro,40.41308,-3.71162,0.8025474373632395,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,2.0,365.0,f,79.0,t,t,175.0,78,78,0,0,18,1,1,1,1,1,1,0,0,1,0,152.67
Universidad,Centro,40.42869,-3.7082,1.3630904561809516,Private room in rental unit,Private room,2,1.5,,1.0,2.0,30.0,f,1.0,t,t,84.0,1,0,1,0,15,0,1,1,1,1,0,0,0,1,0,285.5
Universidad,Centro,40.42317,-3.70576,0.7162548341034173,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,2.0,1125.0,f,1.0,t,t,84.0,1,1,0,0,11,0,1,0,1,1,0,0,0,1,0,456.5
Cortes,Centro,40.41417956449823,-3.697221840132406,0.6218532876624001,Entire rental unit,Entire home/apt,2,1.0,,1.0,1.0,365.0,f,194.0,t,t,36.0,193,190,3,0,7,1,1,0,1,1,0,0,0,0,0,157.0
Embajadores,Centro,40.41306,-3.70627,0.48667313782116317,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,32.0,1125.0,t,15.0,t,t,41.0,15,4,11,0,8,1,1,1,1,1,0,0,0,0,0,89.15
Embajadores,Centro,40.408296831500834,-3.700236260422926,1.0026233860974931,Private room in rental unit,Private room,1,1.0,,1.0,1.0,365.0,f,4.0,f,t,31.0,4,0,4,0,10,0,1,0,0,0,1,0,0,0,0,78.0
Valverde,Fuencarral - El Pardo,40.48486233378879,-3.691576724258743,7.620943375854978,Private room in rental unit,Private room,2,2.0,1.0,1.0,1.0,365.0,f,1.0,t,t,0.0,1,0,1,0,5,1,1,0,1,1,1,0,0,0,0,35.0
Rios Rosas,Chamberí,40.4452031,-3.7016323,3.1471681566447383,Private room in rental unit,Private room,2,2.0,,1.0,31.0,365.0,f,141.0,t,t,27.0,138,39,99,0,17,1,1,0,1,1,1,0,0,0,0,44.54
Canillas,Hortaleza,40.46439,-3.64557,7.208616857509007,Private room in rental unit,Private room,2,1.0,2.0,2.0,30.0,365.0,f,1.0,f,t,24.0,1,0,1,0,24,0,1,0,1,1,1,0,0,0,0,42.97
Valverde,Fuencarral - El Pardo,40.4860728,-3.6873906,7.8087620745559105,Private room in rental unit,Private room,2,1.0,1.0,1.0,1.0,365.0,f,2.0,t,t,16.0,2,0,2,0,5,1,1,1,1,1,0,0,0,0,0,83.0
Embajadores,Centro,40.41079,-3.69865,0.8024860855711763,Entire rental unit,Entire home/apt,2,1.0,,1.0,2.0,365.0,f,2.0,t,t,48.0,1,1,0,0,16,1,1,1,1,0,0,0,0,0,0,104.5
Palos de Moguer,Arganzuela,40.40268,-3.6936,1.7979252373440038,Private room in rental unit,Private room,1,2.0,6.0,6.0,18.0,365.0,f,6.0,t,t,50.0,5,1,4,0,14,0,1,1,1,1,1,0,0,0,0,243.23
Goya,Salamanca,40.42209066424639,-3.679358729083195,2.131373986862314,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,3.0,f,1.0,t,t,18.0,1,1,0,0,13,0,1,1,1,0,0,0,0,0,0,160.0
San Isidro,Carabanchel,40.3947284,-3.7229343,2.9626385622284492,Shared room in rental unit,Shared room,8,2.0,4.0,5.0,1.0,365.0,f,2.0,t,t,39.0,2,1,0,1,11,0,1,1,1,1,1,1,0,0,0,133.52
Ventas,Ciudad Lineal,40.42983170702835,-3.652685580007194,4.542838833231904,Entire rental unit,Entire home/apt,4,2.0,2.0,5.0,1.0,365.0,f,1.0,f,t,41.0,1,1,0,0,8,0,1,1,0,1,1,0,0,0,0,176.0
Aluche,Latina,40.38868876072083,-3.7601013109087935,5.722730463459305,Private room in home,Private room,1,0.5,,1.0,1.0,365.0,f,1.0,t,t,12.0,1,0,1,0,12,0,1,1,1,1,1,1,0,0,0,31.95
El Viso,Chamartín,40.4470704,-3.6905118,3.5290029777596827,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,3.0,999.0,f,74.0,t,t,124.0,74,74,0,0,22,1,1,1,0,1,0,0,0,1,0,179.0
Justicia,Centro,40.42337931504103,-3.696496275904363,0.9355923898594872,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1.0,365.0,f,476.0,t,t,53.0,375,375,0,0,15,1,1,1,1,1,0,0,0,1,0,179.27
Adelfas,Retiro,40.39748719907954,-3.6712483277798778,3.4909544143502775,Private room in rental unit,Private room,1,1.0,,1.0,31.0,365.0,f,18.0,f,t,16.0,14,1,13,0,28,0,1,1,1,1,1,0,0,1,0,49.32
Recoletos,Salamanca,40.42716,-3.68653,1.8389958329412648,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,1125.0,f,38.0,t,t,49.0,29,29,0,0,25,1,1,1,1,1,0,0,0,1,0,108.0
Justicia,Centro,40.4206375,-3.701273,0.4562668590293206,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,1.0,999.0,t,5.0,t,t,6.0,5,5,0,0,43,1,1,1,1,1,1,0,1,1,0,178.0
Almenara,Tetuán,40.4714,-3.6911,6.147514098642683,Entire rental unit,Entire home/apt,8,1.5,4.0,4.0,6.0,365.0,t,6.0,t,t,48.0,6,6,0,0,23,1,1,0,1,1,1,0,0,0,0,257.91
Ibiza,Retiro,40.4205432,-3.6780085,2.2040332543857835,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,1.0,t,t,13.0,1,1,0,0,9,0,1,1,1,1,1,0,0,0,0,98.55
Argüelles,Moncloa - Aravaca,40.42664110679033,-3.718429293722664,1.6544916672279448,Private room in rental unit,Private room,1,1.0,,1.0,30.0,365.0,f,39.0,t,t,108.0,37,0,37,0,24,1,1,0,1,1,1,0,0,0,0,25.47
Cortes,Centro,40.41454,-3.70066,0.3655011736788262,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,365.0,f,5.0,t,t,97.0,5,5,0,0,39,0,1,1,1,1,1,1,0,0,1,168.5
Pacífico,Retiro,40.401742860323424,-3.675410808428949,2.9250619075352753,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,4.0,365.0,f,3.0,f,t,26.0,3,3,0,0,7,1,1,1,1,1,0,0,0,0,0,94.25
Ventas,Ciudad Lineal,40.4263,-3.65223,4.472212236216156,Entire rental unit,Entire home/apt,4,,2.0,,1.0,1.0,t,1.0,f,t,19.0,1,1,0,0,24,0,1,1,1,1,1,0,0,0,0,351.0
Embajadores,Centro,40.41168,-3.70217,0.5974557687422906,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,2.0,365.0,t,4.0,t,t,14.0,4,4,0,0,17,0,1,1,1,1,0,0,0,0,0,415.5
Numancia,Puente de Vallecas,40.3976962,-3.6598983,4.275127150621882,Entire rental unit,Entire home/apt,3,1.0,1.0,,1.0,365.0,f,4.0,t,t,130.0,2,2,0,0,11,1,1,1,1,1,1,1,0,0,0,135.0
Embajadores,Centro,40.40963,-3.70552,0.8287636667143019,Shared room in hostel,Shared room,1,,1.0,1.0,1.0,999.0,f,13.0,t,t,58.0,13,0,8,5,8,1,0,1,0,0,0,1,0,0,0,30.0
Ciudad Universitaria,Moncloa - Aravaca,40.45739776274709,-3.712492156177999,4.561070474045404,Private room in guesthouse,Private room,1,1.0,1.0,1.0,1.0,14.0,f,9.0,t,f,21.0,5,3,2,0,4,1,1,1,0,0,1,0,0,0,0,92.0
Moscardó,Usera,40.386324313718085,-3.715208821855644,3.5431551288786807,Private room in rental unit,Private room,2,1.0,,1.0,2.0,1125.0,f,3.0,t,t,83.0,3,0,3,0,23,0,1,0,0,0,0,1,0,1,0,48.5
Simancas,San Blas - Canillejas,40.43602,-3.63506,6.178179151200482,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,1.0,70.0,t,1.0,t,t,162.0,1,1,0,0,34,1,1,1,1,1,0,1,0,1,0,64.52
Goya,Salamanca,40.42814,-3.67935,2.4017436716732607,Entire rental unit,Entire home/apt,6,,3.0,4.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,1,1,1,1,0,0,1,0,120.43
Casa de Campo,Moncloa - Aravaca,40.42266389200618,-3.721219486603251,1.6209049231026318,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2.0,365.0,f,236.0,t,t,48.0,26,22,4,0,18,1,1,0,1,1,0,0,0,0,0,170.5
Ciudad Jardín,Chamartín,40.448582,-3.669318,4.56106405285743,Entire condo,Entire home/apt,4,1.0,1.0,4.0,2.0,1125.0,f,2.0,t,t,58.0,1,1,0,0,31,0,1,1,1,1,1,1,0,1,0,80.0
Delicias,Arganzuela,40.39690138059826,-3.6942470280557815,2.365020801840627,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,70.0,t,t,51.0,69,69,0,0,19,1,1,1,1,1,0,1,0,1,0,204.0
Berruguete,Tetuán,40.4599033,-3.7011184,4.781952459575363,Private room in home,Private room,2,,,1.0,1.0,365.0,t,2.0,t,t,107.0,2,0,2,0,10,1,1,0,0,1,0,0,0,0,0,80.0
Cuatro Caminos,Tetuán,40.44936251858448,-3.69910622498881,3.625315518451149,Private room in bed and breakfast,Private room,1,1.0,,1.0,1.0,365.0,f,33.0,t,t,0.0,33,0,10,23,17,1,0,1,0,1,0,0,0,0,1,20.0
Goya,Salamanca,40.428543,-3.6763835,2.6412922787463753,Entire rental unit,Entire home/apt,6,2.0,5.0,5.0,15.0,60.0,f,21.0,t,t,35.0,19,18,1,0,4,1,1,0,1,1,0,0,0,0,0,123.27
San Isidro,Carabanchel,40.39885652895578,-3.7335288381912406,3.2342556105198876,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,14.0,180.0,t,14.0,t,t,19.0,14,14,0,0,44,1,1,0,1,1,1,1,0,1,0,63.79
Arapiles,Chamberí,40.43776,-3.706,2.323900509917705,Private room in casa particular,Private room,1,1.0,,1.0,7.0,100.0,t,9.0,t,t,166.0,3,0,3,0,49,1,1,0,1,1,1,1,0,0,0,47.14
Almendrales,Usera,40.38743,-3.69912,3.3033147574280015,Entire rental unit,Entire home/apt,4,1.0,3.0,1.0,2.0,29.0,f,2.0,t,t,53.0,2,2,0,0,6,1,1,1,1,1,0,0,0,0,0,111.0
Almendrales,Usera,40.38633,-3.70065,3.4128928618556933,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,30.0,365.0,f,4.0,f,t,9.0,4,4,0,0,26,1,1,1,1,1,0,0,0,0,0,66.4
Valdeacederas,Tetuán,40.46841,-3.70451,5.723709630525561,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,t,1.0,t,t,19.0,1,0,1,0,43,0,1,1,1,1,1,1,0,0,0,64.0
Justicia,Centro,40.42661,-3.69589,1.258273020338542,Entire condo,Entire home/apt,4,2.0,2.0,4.0,1.0,7.0,t,1.0,t,t,137.0,1,1,0,0,38,1,1,1,1,1,0,1,0,0,1,580.0
Bellas Vistas,Tetuán,40.45419,-3.70616,4.1476297571581044,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1.0,300.0,f,22.0,t,t,95.0,17,17,0,0,9,0,1,0,1,1,1,0,0,0,0,155.0
Argüelles,Moncloa - Aravaca,40.42937,-3.71704,1.789629984949329,Private room in rental unit,Private room,1,2.0,,1.0,14.0,365.0,f,39.0,t,t,108.0,37,0,37,0,20,0,1,1,1,1,1,0,0,1,0,41.29
Bellas Vistas,Tetuán,40.4509953248087,-3.704624027259516,3.7877517740920132,Private room in rental unit,Private room,1,0.5,1.0,1.0,2.0,365.0,t,2.0,t,t,92.0,2,0,2,0,3,1,1,0,0,0,1,0,0,0,0,77.0
Lista,Salamanca,40.43098,-3.67397,2.955053831468724,Entire rental unit,Entire home/apt,6,,3.0,4.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,31,1,1,1,1,1,1,0,0,0,1,113.74
